Age,Occupation,MaritalStatus,Dependents,ResidentialStatus,AddressDuration,CreditScore,IncomeLevel,LoanAmountRequested,LoanTerm,PurposeoftheLoan,Collateral,InterestRate,PreviousLoans,ExistingLiabilities,ApplicationBehavior,LocationofApplication,ChangeinBehavior,TimeofTransaction,AccountActivity,PaymentBehavior,Blacklists,EmploymentVerification,PastFinancialMalpractices,DeviceInformation,SocialMediaFootprint,ConsistencyinData,Referral,IsFraud
22,Engineer,Single,1,Rent,1,830,48777,28681,1,personal,No,4.5,3,2577,Normal,Unusual,No,15:40,Normal,Late,No,Verified,No,Tablet,No,Inconsistent,Online,Yes
33,Entrepreneur,Single,1,Rent,86,592,16720,45480,21,personal,Yes,5,0,4620,Normal,Local,No,16:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
22,Engineer,Single,1,Rent,89,830,20935,2000,1,auto,No,5,2,3566,Normal,Local,No,15:30,Unusual,On-time,Yes,Not Verified,No,Desktop,No,Consistent,Referral,Yes
30,Doctor,Single,4,Own,1,704,7113,77351,30,travel,Yes,4.5,2,917,Normal,Unusual,No,16:30,Normal,Late,No,Verified,No,Laptop,No,Consistent,Online,No
36,Student,Single,4,Live with Parents,92,580,34158,75581,13,travel,No,8,0,4557,Rapid,Local,No,15:30,Normal,On-time,No,Verified,No,Laptop,No,Inconsistent,Online,No
22,Unemployed,Divorced,1,Own,39,783,13127,70402,23,home,No,4.5,1,5124,Normal,Local,No,10:20,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Online,No
22,Unemployed,Single,0,Rent,10,614,1756,40999,1,personal,No,5,1,3529,Normal,Unusual,No,15:40,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,Yes
56,Manager,Divorced,0,Live with Parents,33,830,31578,19868,30,home,No,4.5,4,388,Normal,Local,Yes,14:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
31,Student,Married,0,Own,115,767,79621,67711,30,auto,No,4.5,2,4869,Normal,Local,No,09:30,Normal,Late,No,Verified,No,Mobile,No,Consistent,Referral,No
22,Technician,Single,4,Rent,90,785,48039,14989,1,travel,No,4.5,0,5127,Normal,Local,No,10:10,Normal,On-time,No,Verified,No,Mobile,Yes,Inconsistent,Online,No
45,Software Developer,Divorced,0,Own,145,830,62446,68298,9,home,Yes,4.5,2,363,Rapid,Local,No,10:00,Normal,Late,No,Verified,No,Mobile,No,Consistent,Online,No
47,Teacher,Single,0,Rent,72,830,5689,40293,11,travel,Yes,5,4,1575,Normal,Local,No,12:30,Normal,On-time,No,Not Verified,No,Tablet,No,Consistent,Referral,No
54,Software Developer,Divorced,3,Own,232,830,14719,75661,13,home,Yes,5.7,1,0,Normal,Local,No,10:10,Normal,On-time,No,Verified,No,Tablet,Yes,Inconsistent,Referral,No
23,Manager,Married,0,Own,204,679,73168,300000,29,home,No,4.5,4,7000,Rapid,Local,No,12:10,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
22,Designer,Single,0,Rent,51,694,52369,16905,17,auto,No,6.5,0,305,Normal,Local,No,02:00,Normal,On-time,No,Not Verified,No,Desktop,Yes,Inconsistent,Online,No
37,Doctor,Divorced,2,Own,252,830,48338,73088,1,personal,No,8,1,0,Normal,Local,No,10:50,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
36,Doctor,Single,0,Rent,1,641,0,57583,30,travel,No,4.5,2,3959,Normal,Unusual,No,11:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Student,Divorced,3,Own,17,729,19765,81063,21,auto,No,4.5,4,4945,Normal,Local,No,12:00,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
23,Engineer,Divorced,1,Rent,1,830,14511,32149,30,medical,Yes,4.5,3,2763,Normal,Local,No,09:30,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
43,Architect,Single,0,Own,1,739,56712,26668,26,home,Yes,4.5,4,4715,Normal,Local,No,12:00,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
26,Entrepreneur,Divorced,0,Own,1,830,150000,300000,30,home,No,4.5,2,2916,Normal,Local,Yes,09:40,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
56,Manager,Married,4,Own,55,716,0,78008,18,home,No,4.5,2,4297,Normal,Local,No,10:00,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Online,No
22,Accountant,Single,1,Rent,72,751,33303,44640,11,auto,No,5.4,0,2421,Rapid,Local,No,15:30,Normal,On-time,No,Not Verified,No,Tablet,No,Inconsistent,Online,Yes
28,Teacher,Married,2,Own,66,830,41221,44603,26,home,No,5.7,0,0,Normal,Local,No,14:40,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
41,Manager,Divorced,4,Rent,1,748,6101,79759,19,auto,No,4.5,1,4783,Rapid,Local,No,14:10,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
24,Engineer,Single,0,Own,17,830,53834,4211,6,home,Yes,4.5,4,234,Rapid,Local,No,14:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,Yes
25,Teacher,Divorced,3,Own,92,708,36345,66139,30,medical,No,6.2,2,1584,Normal,Local,No,09:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
22,Student,Single,0,Own,73,830,7883,22330,1,education,No,5.9,1,2279,Normal,Local,No,16:00,Normal,Late,No,Verified,No,Mobile,No,Inconsistent,Online,No
56,Accountant,Divorced,4,Rent,45,769,10499,12902,1,auto,No,6.5,0,1074,Rapid,Local,No,01:00,Normal,On-time,No,Not Verified,No,Desktop,No,Inconsistent,Online,No
56,Teacher,Single,1,Own,72,830,404,20727,14,auto,No,4.9,1,572,Normal,Local,No,10:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
51,Manager,Married,1,Own,1,830,16256,300000,1,education,Yes,4.5,0,570,Normal,Local,No,16:30,Normal,Late,No,Verified,No,Laptop,Yes,Consistent,Referral,No
22,Engineer,Single,4,Rent,49,830,23976,25502,23,auto,Yes,4.7,3,0,Normal,Local,No,15:40,Normal,On-time,No,Not Verified,No,Laptop,No,Inconsistent,Online,No
56,Technician,Single,0,Own,124,830,32758,66913,15,home,Yes,4.5,1,3289,Normal,Local,No,01:00,Unusual,On-time,No,Verified,No,Laptop,No,Inconsistent,Referral,Yes
22,Technician,Single,0,Rent,81,825,38137,28072,1,auto,No,5.4,2,0,Rapid,Local,No,02:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,Yes
29,Student,Single,1,Rent,60,672,8861,2000,1,personal,No,5.6,0,1670,Rapid,Unusual,No,10:10,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
24,Self-employed,Single,0,Own,1,830,136502,2000,1,home,No,5.4,3,2519,Normal,Local,No,09:40,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,No
22,Student,Single,1,Rent,52,757,5976,21461,5,personal,No,4.7,1,3065,Normal,Local,No,14:00,Normal,On-time,No,Not Verified,No,Mobile,No,Consistent,Online,Yes
24,Technician,Single,2,Rent,72,775,4133,80939,20,personal,No,4.5,0,3241,Normal,Local,No,16:00,Normal,Late,No,Verified,No,Desktop,No,Inconsistent,Online,No
22,Engineer,Single,1,Own,17,830,33759,32392,10,education,No,4.5,0,3553,Normal,Local,No,14:10,Normal,Late,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
56,Engineer,Married,0,Rent,1,644,56501,72737,30,education,No,6.1,2,4478,Normal,Local,No,09:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
29,Doctor,Divorced,2,Own,144,786,142377,300000,30,home,Yes,4.5,2,5760,Rapid,Local,Yes,10:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
38,Software Developer,Single,0,Own,50,699,0,22776,30,education,No,4.5,2,3483,Normal,Local,No,12:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,Yes
22,Artist,Single,0,Rent,1,830,95102,2000,1,personal,No,4.5,1,4915,Normal,Local,No,14:10,Normal,Late,No,Verified,No,Mobile,No,Inconsistent,Referral,No
26,Technician,Married,4,Own,114,748,54190,50315,14,education,No,4.5,1,7000,Normal,Local,No,11:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
37,Clerk,Single,1,Rent,35,587,0,2000,1,auto,No,4.5,2,5048,Rapid,Unusual,No,11:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
53,Manager,Divorced,2,Own,1,830,12530,68149,30,home,No,4.5,4,537,Normal,Local,No,16:30,Normal,Late,No,Verified,No,Laptop,Yes,Consistent,Referral,No
34,Accountant,Married,2,Own,183,772,127095,77712,27,travel,Yes,5.6,3,1030,Rapid,Local,No,10:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Manager,Single,1,Live with Parents,1,830,17670,2000,15,education,No,4.5,3,2225,Normal,Local,No,10:20,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
37,Architect,Divorced,4,Own,1,830,47454,59189,23,home,Yes,4.5,4,3740,Normal,Local,No,11:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
51,Engineer,Divorced,0,Own,75,812,60006,2000,26,education,No,6.8,3,0,Normal,Local,No,14:15,Normal,Late,No,Verified,No,Tablet,No,Consistent,Online,No
47,Chef,Single,0,Rent,52,771,12419,24604,14,personal,No,8,1,4115,Normal,Local,No,01:00,Normal,On-time,No,Verified,No,Mobile,Yes,Inconsistent,Online,No
35,Engineer,Single,0,Rent,79,662,7008,4453,1,auto,No,8,2,4556,Normal,Unusual,No,11:00,Normal,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,No
27,Manager,Single,0,Own,246,830,4502,81051,30,home,No,4.5,4,5139,Rapid,Local,No,15:40,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
35,Doctor,Single,4,Own,1,663,410,70073,30,home,Yes,4.5,0,2850,Normal,Local,No,14:15,Normal,Late,No,Verified,No,Tablet,No,Consistent,Online,No
56,Doctor,Divorced,4,Own,360,787,82097,66632,30,home,No,5.9,4,7000,Normal,Local,No,10:10,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
45,Artist,Divorced,0,Own,46,830,150000,47454,22,personal,No,4.5,2,933,Normal,Local,Yes,11:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
42,Teacher,Single,0,Rent,81,580,0,2000,17,education,No,4.9,1,2610,Normal,Local,No,10:10,Normal,Defaulted,Yes,Verified,No,Mobile,No,Consistent,Online,No
55,Artist,Divorced,4,Rent,29,718,81563,63072,15,home,Yes,4.5,1,7000,Normal,Local,No,14:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
22,Technician,Single,1,Rent,5,626,32845,26273,8,auto,No,4.5,2,4694,Normal,Local,No,09:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Referral,Yes
53,Designer,Divorced,1,Own,1,667,1875,8973,20,auto,Yes,5.7,3,2500,Rapid,Local,No,14:15,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
22,Engineer,Single,1,Own,1,736,12446,2000,1,home,No,4.5,1,0,Rapid,Local,No,12:00,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
25,Clerk,Single,0,Own,80,830,65770,2000,14,auto,No,7.6,3,2657,Rapid,Local,No,10:10,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,Yes
27,Engineer,Single,0,Rent,20,798,40693,50680,1,auto,No,5.8,0,1587,Rapid,Local,No,01:00,Unusual,Late,No,Not Verified,No,Mobile,No,Inconsistent,Referral,Yes
56,Software Developer,Divorced,1,Own,90,810,8376,2000,28,home,Yes,5.4,2,4034,Rapid,Local,No,10:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
53,Engineer,Single,3,Own,187,827,91072,44442,15,medical,No,4.5,4,3580,Normal,Local,No,11:50,Normal,On-time,No,Not Verified,No,Laptop,No,Consistent,Online,No
22,Chef,Married,0,Rent,85,830,12630,54935,30,personal,No,6.2,1,352,Normal,Local,No,14:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Referral,No
49,Entrepreneur,Married,3,Own,317,830,135937,43343,23,home,Yes,5.6,4,7000,Normal,Local,No,16:30,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
30,Technician,Married,0,Live with Parents,78,830,48359,51669,25,home,No,4.5,3,3158,Normal,Local,No,11:15,Normal,Late,No,Verified,No,Laptop,Yes,Inconsistent,Referral,No
45,Student,Married,4,Own,123,827,47980,300000,1,auto,No,4.5,0,3924,Rapid,Local,No,14:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
30,Chef,Divorced,2,Own,71,830,150000,68559,28,home,Yes,6.4,2,7000,Rapid,Local,No,12:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
32,Chef,Single,0,Own,1,805,39631,60406,14,auto,No,4.5,2,863,Normal,Unusual,No,13:30,Normal,On-time,No,Not Verified,No,Tablet,No,Consistent,Referral,No
40,Retired,Single,0,Own,217,830,82199,2000,18,personal,No,4.9,2,4392,Normal,Local,No,09:40,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Referral,No
56,Designer,Married,4,Own,89,749,25043,300000,1,home,No,4.6,1,7000,Normal,Local,Yes,16:30,Normal,On-time,Yes,Verified,No,Laptop,No,Consistent,Referral,No
22,Musician,Single,1,Rent,89,793,0,2000,1,personal,No,4.5,2,4886,Rapid,Unusual,No,16:00,Unusual,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
24,Self-employed,Single,1,Rent,84,632,0,2000,1,auto,No,4.5,2,5286,Normal,Unusual,No,02:00,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,Yes
56,Manager,Divorced,4,Own,181,804,150000,43523,19,home,Yes,4.5,2,7000,Normal,Local,Yes,16:30,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
23,Software Developer,Single,3,Rent,28,830,0,10406,1,personal,No,4.5,3,530,Normal,Local,No,12:00,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
25,Architect,Single,1,Live with Parents,14,830,42279,36619,1,auto,No,4.5,3,3417,Rapid,Unusual,No,11:15,Normal,On-time,Yes,Verified,No,Mobile,No,Inconsistent,Referral,No
31,Entrepreneur,Single,0,Own,206,741,30332,20611,28,education,Yes,4.5,2,3260,Normal,Local,No,09:40,Unusual,On-time,No,Verified,No,Desktop,No,Inconsistent,Referral,No
56,Doctor,Married,1,Own,198,830,71082,24079,30,home,Yes,4.5,2,4226,Normal,Local,No,13:30,Normal,On-time,No,Verified,No,Laptop,Yes,Consistent,Referral,No
56,Doctor,Married,0,Own,360,830,57264,300000,30,home,Yes,6.6,3,0,Normal,Local,Yes,13:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
40,Manager,Married,3,Own,172,830,64200,80944,30,home,Yes,4.5,4,5123,Normal,Local,Yes,10:00,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
29,Entrepreneur,Single,4,Rent,62,580,7866,35577,17,auto,No,6.7,0,7000,Normal,Local,No,12:45,Normal,Late,No,Verified,Yes,Desktop,No,Consistent,Referral,No
22,Self-employed,Single,0,Rent,70,766,58880,25969,20,auto,Yes,4.5,3,4478,Rapid,Unusual,No,10:00,Normal,On-time,No,Not Verified,Yes,Mobile,No,Inconsistent,Online,No
56,Artist,Divorced,0,Rent,1,778,85174,300000,24,home,Yes,4.9,0,869,Normal,Local,No,10:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
24,Teacher,Divorced,4,Own,184,830,28425,60788,26,home,No,4.5,4,7000,Normal,Local,No,09:00,Normal,On-time,No,Verified,No,Laptop,No,Consistent,Referral,No
40,Teacher,Married,3,Own,58,809,30475,300000,7,education,No,4.5,2,5515,Normal,Local,Yes,15:30,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
35,Technician,Single,0,Rent,12,689,7608,2000,1,personal,No,4.5,1,5271,Normal,Local,No,14:40,Normal,Late,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
25,Manager,Single,0,Own,8,649,111643,57152,30,auto,No,5.1,0,0,Normal,Local,No,12:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
28,Engineer,Single,4,Own,1,830,832,75593,30,home,No,4.5,1,3536,Rapid,Local,No,14:15,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
22,Entrepreneur,Divorced,4,Own,157,830,135328,30403,16,home,No,5.7,1,0,Rapid,Local,No,15:30,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Referral,No
26,Lawyer,Single,1,Own,13,779,91505,3854,30,medical,Yes,4.5,1,1201,Normal,Local,Yes,16:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
26,Lawyer,Married,4,Rent,1,830,43407,47062,30,medical,No,6.5,1,0,Normal,Local,No,11:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
22,Accountant,Single,0,Own,309,830,131483,49404,26,home,Yes,4.5,1,0,Rapid,Local,No,14:00,Normal,Late,No,Verified,No,Laptop,Yes,Consistent,Referral,No
22,Manager,Divorced,4,Rent,35,825,75994,23232,1,education,No,4.5,1,7000,Normal,Local,Yes,15:30,Normal,Late,No,Verified,No,Desktop,No,Consistent,Online,No
22,Artist,Single,0,Rent,74,736,0,2000,3,travel,No,4.5,1,3490,Normal,Unusual,No,01:00,Normal,On-time,No,Not Verified,No,Mobile,No,Inconsistent,Referral,Yes
41,Technician,Single,0,Live with Parents,9,580,3771,70305,1,auto,No,5.4,0,3876,Normal,Local,No,10:50,Normal,On-time,No,Not Verified,No,Tablet,No,Inconsistent,Online,Yes
22,Artist,Single,1,Rent,70,583,288,27384,4,auto,No,4.5,2,4291,Normal,Unusual,No,11:50,Unusual,On-time,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
43,Self-employed,Single,1,Rent,48,684,14369,21998,1,auto,No,4.5,1,4214,Rapid,Local,Yes,16:30,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,Yes
56,Engineer,Single,0,Own,1,651,36836,59921,30,auto,No,4.5,2,2436,Normal,Local,No,15:30,Normal,Late,No,Verified,No,Laptop,No,Consistent,Online,No
56,Doctor,Married,0,Own,134,780,55641,9443,1,home,Yes,6,1,7000,Normal,Local,No,14:15,Normal,Late,No,Verified,No,Desktop,No,Consistent,Referral,No
47,Self-employed,Single,0,Rent,77,795,53438,26577,1,personal,No,6.7,1,4302,Normal,Local,No,11:50,Normal,On-time,No,Verified,No,Mobile,Yes,Consistent,Online,No
39,Engineer,Married,4,Own,1,711,32750,42182,1,education,No,4.5,2,0,Normal,Local,No,01:00,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Online,No
46,Self-employed,Single,4,Own,72,757,34186,50952,1,education,No,5.7,0,4680,Rapid,Unusual,No,14:40,Normal,On-time,Yes,Verified,No,Desktop,No,Consistent,Online,No
34,Entrepreneur,Married,4,Rent,1,775,9368,45478,1,auto,No,5.4,1,0,Rapid,Local,No,15:30,Normal,Defaulted,No,Verified,No,Mobile,No,Consistent,Online,No
37,Engineer,Married,3,Own,1,830,20216,2000,20,education,No,4.5,3,7000,Normal,Local,Yes,16:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
30,Engineer,Single,0,Own,1,830,91655,2000,1,medical,No,7.2,0,0,Rapid,Local,No,15:40,Normal,Late,No,Verified,No,Tablet,Yes,Inconsistent,Online,Yes
42,Musician,Single,1,Rent,67,821,304,49078,1,auto,No,5.8,1,4500,Normal,Unusual,No,02:00,Unusual,Late,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
22,Manager,Divorced,4,Live with Parents,1,823,0,2000,1,auto,No,4.5,4,0,Normal,Local,No,02:00,Normal,Late,No,Verified,No,Mobile,No,Consistent,Online,No
46,Engineer,Single,0,Own,148,830,150000,77205,21,home,No,4.6,1,903,Normal,Local,No,11:50,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
38,Architect,Single,2,Own,115,830,107563,300000,30,home,Yes,4.5,2,0,Normal,Local,Yes,14:10,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Designer,Single,1,Rent,84,716,10542,4091,17,personal,No,6.5,0,2450,Normal,Unusual,No,03:00,Normal,On-time,Yes,Not Verified,Yes,Mobile,No,Inconsistent,Online,Yes
28,Unemployed,Married,0,Own,77,658,17848,2000,16,travel,No,8,2,3870,Rapid,Local,No,12:45,Normal,Late,No,Verified,No,Mobile,No,Inconsistent,Online,No
46,Student,Married,1,Live with Parents,74,790,8803,2000,13,personal,No,4.7,2,4566,Normal,Local,No,15:40,Normal,On-time,No,Not Verified,No,Tablet,Yes,Inconsistent,Online,No
24,Technician,Single,0,Rent,92,830,96900,58036,1,travel,No,6.5,2,0,Rapid,Unusual,No,12:45,Normal,Late,No,Verified,No,Mobile,No,Inconsistent,Online,Yes
33,Artist,Single,4,Own,82,830,1828,55948,30,medical,Yes,5.9,3,0,Normal,Local,No,09:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
22,Accountant,Divorced,4,Own,1,750,27703,62585,18,medical,Yes,4.5,1,0,Normal,Local,No,16:30,Normal,On-time,No,Verified,No,Mobile,Yes,Consistent,Referral,No
22,Doctor,Married,4,Own,1,830,0,22051,24,medical,No,4.5,2,1055,Normal,Local,No,11:15,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
56,Entrepreneur,Divorced,0,Own,308,830,47303,82012,27,home,Yes,5.1,1,728,Normal,Local,No,10:50,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
22,Accountant,Single,0,Rent,33,773,0,50478,5,education,No,6.4,1,0,Rapid,Local,No,10:40,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,Yes
56,Technician,Single,3,Own,44,752,0,2000,20,auto,No,6.2,3,4163,Normal,Local,No,15:40,Normal,On-time,Yes,Verified,No,Desktop,No,Consistent,Online,No
41,Entrepreneur,Divorced,0,Own,84,830,150000,72886,30,home,No,5.5,2,0,Normal,Local,No,10:50,Normal,On-time,No,Verified,No,Desktop,Yes,Consistent,Referral,No
56,Doctor,Married,0,Own,1,830,125222,300000,8,home,Yes,4.7,2,7000,Rapid,Local,No,16:30,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Referral,No
40,Student,Single,1,Own,1,774,27093,12948,22,home,No,4.5,2,2810,Normal,Local,No,10:20,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,No
56,Manager,Single,0,Own,35,830,0,300000,7,education,Yes,4.5,3,2691,Normal,Unusual,Yes,13:30,Normal,On-time,No,Verified,No,Desktop,Yes,Inconsistent,Online,No
25,Doctor,Single,1,Rent,40,761,19644,9349,16,personal,No,4.5,2,4755,Normal,Local,No,13:30,Normal,Late,No,Not Verified,No,Desktop,No,Inconsistent,Online,Yes
38,Accountant,Single,0,Own,15,812,27042,50121,1,medical,No,4.5,0,3557,Rapid,Unusual,No,13:20,Normal,On-time,No,Verified,No,Mobile,No,Consistent,Online,No
42,Manager,Single,4,Live with Parents,10,830,21442,36284,4,personal,No,4.7,1,4445,Normal,Local,No,02:00,Normal,On-time,No,Verified,No,Desktop,No,Inconsistent,Online,No
22,Engineer,Single,0,Rent,88,757,0,29764,1,personal,No,4.7,0,3070,Rapid,Unusual,No,09:00,Unusual,Defaulted,Yes,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
43,Self-employed,Single,0,Rent,86,685,80443,22602,1,personal,No,5,2,4982,Normal,Local,No,16:30,Normal,Late,No,Not Verified,No,Tablet,Yes,Consistent,Online,No
22,Self-employed,Single,0,Rent,79,830,13482,9161,1,personal,No,4.7,2,4773,Rapid,Unusual,No,02:00,Unusual,Defaulted,No,Not Verified,No,Mobile,No,Inconsistent,Online,Yes
45,Architect,Single,0,Live with Parents,13,830,150000,70566,30,travel,No,5.8,2,667,Normal,Local,No,09:40,Normal,On-time,No,Verified,No,Tablet,No,Consistent,Online,No
36,Engineer,Single,1,Rent,44,830,19709,79137,24,auto,No,6.2,1,0,Normal,Local,No,12:45,Normal,Defaulted,No,Verified,No,Tablet,No,Consistent,Online,No
22,Lawyer,Divorced,2,Rent,75,830,42900,40363,6,auto,No,5.4,4,4917,Rapid,Unusual,No,10:10,Normal,On-time,No,Not Verified,No,Desktop,Yes,Consistent,Online,No
42,Engineer,Single,0,Rent,34,580,16207,8223,7,auto,No,5.3,0,3655,Normal,Unusual,No,01:00,Normal,On-time,Yes,Verified,No,Mobile,No,Consistent,Online,Yes
22,Lawyer,Single,0,Live with Parents,26,830,75918,49011,2,home,Yes,4.5,0,3258,Normal,Local,No,12:00,Normal,Defaulted,No,Verified,No,Mobile,No,Consistent,Referral,No
26,Architect,Married,0,Own,360,830,144178,41832,18,home,No,4.5,3,6488,Normal,Local,Yes,15:30,Normal,On-time,No,Verified,No,Tablet,Yes,Consistent,Referral,No
33,Doctor,Single,0,Own,1,830,75960,2000,1,auto,Yes,4.5,2,3684,Normal,Local,No,10:30,Normal,On-time,No,Not Verified,No,Tablet,No,Consistent,Referral,No
25,Doctor,Divorced,1,Own,1,795,18469,77422,25,auto,No,4.5,0,4280,Normal,Local,No,03:00,Normal,On-time,No,Verified,No,Mobile,No,Inconsistent,Online,No
26,Engineer,Single,0,Rent,83,582,14091,67307,5,personal,No,7,2,4454,Rapid,Unusual,No,02:00,Normal,On-time,No,Verified,No,Desktop,No,Consistent,Online,Yes
